timestamp,window,sample,ir_raw,red_raw,true_hr
2026-04-18T19:46:32.810,2,121,157965,123628,75.0
2026-04-18T19:46:32.850,2,122,157965,123628,75.0
2026-04-18T19:46:32.890,2,123,157965,123628,75.0
2026-04-18T19:46:32.930,2,124,157965,123628,75.0
2026-04-18T19:46:32.970,2,125,157988,123589,75.0
2026-04-18T19:46:33.010,2,126,157988,123589,75.0
2026-04-18T19:46:33.050,2,127,157988,123589,75.0
2026-04-18T19:46:33.090,2,128,157988,123589,75.0
2026-04-18T19:46:33.130,2,129,157968,123666,75.0
2026-04-18T19:46:33.170,2,130,157968,123666,75.0
2026-04-18T19:46:33.210,2,131,157968,123666,75.0
2026-04-18T19:46:33.249,2,132,157968,123666,75.0
2026-04-18T19:46:33.289,2,133,157945,123803,75.0
2026-04-18T19:46:33.330,2,134,157945,123803,75.0
2026-04-18T19:46:33.369,2,135,157945,123803,75.0
2026-04-18T19:46:33.409,2,136,157945,123803,75.0
2026-04-18T19:46:33.450,2,137,157966,123795,75.0
2026-04-18T19:46:33.490,2,138,157966,123795,75.0
2026-04-18T19:46:33.529,2,139,157966,123795,75.0
2026-04-18T19:46:33.570,2,140,157966,123795,75.0
2026-04-18T19:46:33.609,2,141,157976,123706,75.0
2026-04-18T19:46:33.649,2,142,157976,123706,75.0
2026-04-18T19:46:33.689,2,143,157976,123706,75.0
2026-04-18T19:46:33.729,2,144,157976,123706,75.0
2026-04-18T19:46:33.769,2,145,157943,123577,75.0
2026-04-18T19:46:33.810,2,146,157943,123577,75.0
2026-04-18T19:46:33.849,2,147,157943,123577,75.0
2026-04-18T19:46:33.889,2,148,157943,123577,75.0
2026-04-18T19:46:33.929,2,149,157986,123689,75.0
2026-04-18T19:46:33.969,2,150,157986,123689,75.0
2026-04-18T19:46:34.009,2,151,157986,123689,75.0
2026-04-18T19:46:34.049,2,152,157986,123689,75.0
2026-04-18T19:46:34.089,2,153,158028,123864,75.0
2026-04-18T19:46:34.129,2,154,158028,123864,75.0
2026-04-18T19:46:34.169,2,155,158028,123864,75.0
2026-04-18T19:46:34.208,2,156,158028,123864,75.0
2026-04-18T19:46:34.248,2,157,158034,123854,75.0
2026-04-18T19:46:34.288,2,158,158034,123854,75.0
2026-04-18T19:46:34.328,2,159,158034,123854,75.0
2026-04-18T19:46:34.369,2,160,158034,123854,75.0
2026-04-18T19:46:34.408,2,161,158041,123783,75.0
2026-04-18T19:46:34.448,2,162,158041,123783,75.0
2026-04-18T19:46:34.488,2,163,158041,123783,75.0
2026-04-18T19:46:34.528,2,164,158041,123783,75.0
2026-04-18T19:46:34.568,2,165,158069,123790,75.0
2026-04-18T19:46:34.608,2,166,158069,123790,75.0
2026-04-18T19:46:34.647,2,167,158069,123790,75.0
2026-04-18T19:46:34.688,2,168,158069,123790,75.0
2026-04-18T19:46:34.728,2,169,158032,123800,75.0
2026-04-18T19:46:34.768,2,170,158032,123800,75.0
2026-04-18T19:46:34.808,2,171,158032,123800,75.0
2026-04-18T19:46:34.848,2,172,158032,123800,75.0
2026-04-18T19:46:34.888,2,173,158032,123767,75.0
2026-04-18T19:46:34.928,2,174,158032,123767,75.0
2026-04-18T19:46:34.968,2,175,158032,123767,75.0
2026-04-18T19:46:35.008,2,176,158032,123767,75.0
2026-04-18T19:46:35.048,2,177,157994,123641,75.0
2026-04-18T19:46:35.087,2,178,157994,123641,75.0
2026-04-18T19:46:35.128,2,179,157994,123641,75.0
2026-04-18T19:46:35.168,2,180,157994,123641,75.0
2026-04-18T19:46:35.208,2,181,157985,123593,75.0
